PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

1010 EAST 178TH STREET

## TOTAL UNITS: 220

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2026260001 | 3 | M | 625 EAST 158TH STREET | 10456 | 1 | 15 | 32 | 79 | 17 | 2091328 |
| 2026260001 | 3 | M | 635 EAST 158TH STREET | 10456 | 1 | 15 | 32 | 79 | 17 | 2091328 |
| 2026260001 | 3 | M | 645 EAST 158TH STREET | 10456 | 1 | 15 | 32 | 79 | 17 | 2091328 |
| 2026260001 | 4 | M | 854 EAGLE AVENUE | 10456 | 1 | 15 | 32 | 79 | 17 | 2091327 |
| 2026260001 | 4 | M | 850 EAGLE AVENUE | 10456 | 1 | 15 | 32 | 79 | 17 | 2091327 |
| 2026260001 | 4 | M | 844 EAGLE AVENUE | 10456 | 1 | 15 | 32 | 79 | 17 | 2091327 |
| 2026260001 | 4 | M | 840 EAGLE AVENUE | 10456 | 1 | 15 | 32 | 79 | 17 | 2091327 |
| 2026260001 | 4 | M | 834 EAGLE AVENUE | 10456 | 1 | 15 | 32 | 79 | 17 | 2091327 |
| 2026260001 | 4 | M | 830 EAGLE AVENUE | 10456 | 1 | 15 | 32 | 79 | 17 | 2091327 |

STEBBINS AVENUE-HEWITT PLACE

| BRONX Borough: BBL | BRONX Borough: BLDG# | BRONX Borough: M | 120 TOTAL UNITS: ADDRESS | 353 TDS # : ZIP CODE | TRANSFERRED DATE: CD # | TRANSFERRED DATE: FC # | TRANSFERRED DATE: SS # | TRANSFERRED DATE: SA # | 9/28/2023 CC # | 9/28/2023 BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2026960005 | 1 | M | 839 REV JAMES A POLITE AVENUE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092000 |
| 2026960005 | 1 | M | 845 REV JAMES A POLITE AVENUE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092000 |
| 2026960005 | 1 | M | 851 REV JAMES A POLITE AVENUE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092000 |
| 2026960005 | 1 | M | 857 REV JAMES A POLITE AVENUE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092000 |
| 2026960005 | 1 | M | 863 REV JAMES A POLITE AVENUE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092000 |
| 2026960005 | 1 | M | 869 REV JAMES A POLITE AVENUE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092000 |
| 2026960005 | 1 | M | 875 REV JAMES A POLITE AVENUE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092000 |
| 2026960005 | 1 | M | 881 REV JAMES A POLITE AVENUE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092000 |
| 2026960005 | 2 | M | 820 HEWITT PLACE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092001 |
| 2026960005 | 2 | M | 826 HEWITT PLACE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092001 |
| 2026960005 | 2 | M | 832 HEWITT PLACE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092001 |
| 2026960005 | 2 | M | 840 HEWITT PLACE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092001 |
| 2026960005 | 2 | M | 846 HEWITT PLACE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092001 |
| 2026960005 | 2 | M | 852 HEWITT PLACE | 10459 | 2 | 14 | 32 | 85 | 17 | 2092001 |

---

STERLING PLACE REHABS (SAINT JOHNS-STERLING)

| Borough:BROOKLYN                 TOTAL UNITS:83             TDS # 366               TRANSFERRED DATE:    11/28/2023 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3013790052 |  |  | 1487 SAINT JOHNS PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036873 |
| 3013790063 | 1 | M | 1483 SAINT JOHNS PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036877 |
| 3013790055 | 2 | M | 1491 SAINT JOHNS PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036875 |
| 3013790031 | 3 | M | 1506 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036861 |
| 3013730054 | 4 | M | 1511 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036569 |
| 3013810018 | 5 | M | 1640 STERLING PLACE | 11233 | 8 | 09 | 20 | 55 | 41 | 3036911 |

STERLING PLACE REHABS (STERLING-BUFFALO)

| Borough:BROOKLYN                 TOTAL UNITS:125            TDS # 368               TRANSFERRED DATE:    11/28/2023 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3013790008 | 1 | M | 1448 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036855 |
| 3013790011 | 2 | M | 1452 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036856 |
| 3013800025 | 3 | M | 1568 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036888 |
| 3013800028 | 4 | M | 1578 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036889 |
| 3013800031 | 5 | M | 1588 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036890 |
| 3013800034 | 6 | M | 1598 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036891 |
| 3013750002 | 7 | M | 225 BUFFALO AVENUE | 11213 | 8 | 09 | 20 | 55 | 41 | 3036630 |

## STUYVESANT GARDENS I

## TOTAL UNITS: 331

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | : ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3016310061 |  |  | 857 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3000000 |
| 3016310060 |  |  | 859 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3000000 |
| 3016310058 |  |  | 863 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3000000 |
| 3016350003 | 1 | M | 245 LEWIS AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044630 |
| 3016350003 | 1 | M | 714 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044630 |
| 3016350003 | 1 | M | 720 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044630 |
| 3016350003 | 1 | M | 730 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3426336 |
| 3016350003 | 1 | M | 734 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3426336 |
| 3016350003 | 1 | M | 740 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3426336 |
| 3016350003 | 1 | M | 744 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044656 |
| 3016350003 | 1 | M | 750 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3332639 |
| 3016350003 | 1 | M | 760 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3332640 |
| 3016350041 | 2 | M | 770 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044631 |
| 3016350041 | 2 | M | 210 STUYVESANT AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044631 |
| 3016350041 | 2 |  | 214 STUYVESANT AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044631 |
| 3016350041 | 2 | M | 220 STUYVESANT AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044631 |
| 3016350041 | 2 | M | 585 MONROE STREET | 11221 | 3 | 08 | 25 | 56 | 36 | 3044631 |
| 3016310001 | 3 | M | 855 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3426338 |
| 3016310001 | 3 | M | 845 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3426338 |
| 3016310001 | 3 |  | 835 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044505 |
| 3016310001 | 3 | M | 841 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044505 |
| 3016310001 | 3 | M | 185 STUYVESANT AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044505 |
| 3016310001 | 3 | M | 175 STUYVESANT AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3426337 |
| 3016310001 | 3 | M | 680 QUINCY STREET | 11221 | 3 | 08 | 25 | 56 | 36 | 3426337 |
| 3016310009 | 4 | M | 690 QUINCY STREET | 11221 | 3 | 08 | 25 | 56 | 36 | 3044506 |
| 3016310009 | 4 | M | 700 QUINCY STREET | 11221 | 3 | 08 | 25 | 56 | 36 | 3044506 |
| 3016310001 | 4 |  | 706 QUINCY STREET | 11221 | 3 | 08 | 25 | 56 | 36 | 3379547 |
| 3016310031 | 5 | M | 885 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3426339 |
| 3016310031 | 5 | M | 881 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3426339 |

BBL =BoroughBlockLot M = Residential Mailing Address

---

| 3016310031 | 5 | M | 875 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044520 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3016310031 | 5 | M | 865 GATES AVENUE | 11221 | 3 | 08 | 25 | 56 | 36 | 3044520 |

STUYVESANT GARDENS II

**Borough:** BROOKLYN

| Borough:BROOKLYN                 TOTAL UNITS:150            TDS # 333               TRANSFERRED DATE:     9/25/2025 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3016310034 |  |  | 128 MALCOLM X BOULEVARD | 11221 | 3 | 08 | 25 | 56 | 36 | 3000000 |
| 3016360024 | 1 | M | 150 MALCOLM X BOULEVARD | 11221 | 3 | 08 | 25 | 56 | 36 | 3044658 |

## SUTTER AVENUE-UNION STREET

## TOTAL UNITS: 100

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3035100016 |  |  | 2041 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3035100007 |  |  | 2063 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3035100006 |  |  | 2067 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3035100001 | 1 | M | 2069 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3080820 |
| 3035100001 | 1 |  | 2079 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3080820 |
| 3035100011 | 2 |  | 2055 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3080825 |
| 3035100011 | 2 | M | 2045 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3080825 |
| 3035090059 | 3 |  | 2068 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3080818 |
| 3035090059 | 3 | M | 2058 UNION STREET | 11212 | 16 | 09 | 25 | 55 | 41 | 3080818 |

TAPSCOTT STREET REHAB

## TOTAL UNITS: 155

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3035490036 |  |  | 182 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3423994 |
| 3035490043 |  |  | 188 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 |  |
| 3035490039 |  |  | 190 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081472 |
| 3035490041 |  |  | 194 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3000000 |
| 3035340001 | 1 | M | 725 HOWARD AVENUE | 11212 | 16 | 08 | 25 | 55 | 41 | 3081227 |
| 3035500034 | 2 |  | 738 HOWARD AVENUE | 11212 | 16 | 09 | 19 | 55 | 41 | 3081484 |
| 3035500034 | 2 | M | 728 HOWARD AVENUE | 11212 | 16 | 09 | 19 | 55 | 41 | 3081484 |
| 3035490033 | 3 | M | 170 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081471 |
| 3035500016 | 4 | M | 175 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081483 |
| 3035500016 | 4 |  | 185 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081483 |
| 3035490036 | 5 | M | 184 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3423994 |
| 3035500011 | 6 | M | 187 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081482 |
| 3035500011 | 6 |  | 197 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081482 |
| 3035490039 | 7 | M | 192 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081472 |
| 3035500006 | 8 | M | 199 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081481 |
| 3035500006 | 8 |  | 209 TAPSCOTT STREET | 11212 | 16 | 09 | 19 | 55 | 41 | 3081481 |

## TWIN PARKS EAST (SITE 9)

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2030940018 |  |  | N/A OAKLAND PLACE | 10457 | 0 |  |  |  |  |  |
| 2030940014 | 1 | M | 2070 CLINTON AVENUE | 10457 | 6 | 15 | 32 | 79 | 15 | 2012652 |

TWIN PARKS WEST (SITES 1 & 2)

| Borough:BRONX                      TOTAL UNITS:312            TDS # 227               TRANSFERRED DATE:    10/31/2018 : |  |
| --- | --- |
| BBL      BLDG#     M | ADDRESS               ZIP CODE  CD #   FC #   SS #    SA #    CC #       BIN# |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

CD = Community District FC = Congressional District SS = State Senate Dist
…[truncated]rict SA = State Assembly District CC = City Council District

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 2031430167 |  |  | 2251 WEBSTER AVENUE | 10457 | 5 | 15 | 33 | 86 | 15 | 2000000 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2031430206 |  |  | 2273 WEBSTER AVENUE | 10457 | 5 | 15 | 33 | 86 | 15 | 2000000 |
| 2031437501 |  |  | 2291 WEBSTER AVENUE | 10458 | 5 | 15 | 33 | 86 | 15 | 2000000 |
| 2031437501 |  |  | 2303 WEBSTER AVENUE | 10458 | 5 | 15 | 33 | 86 | 15 | 2000000 |
| 2031437501 |  |  | 371 EAST 183RD STREET | 10458 | 5 | 15 | 33 | 86 | 15 | 2130369 |
| 2031430206 |  |  | 380 EAST 183RD STREET | 10457 | 5 | 15 | 33 | 86 | 15 | 2000000 |
| 2031430167 |  |  | 386 FORD STREET | 10457 | 5 | 15 | 33 | 86 | 15 | 2000000 |
| 2031437501 |  |  | 390 EAST 184TH STREET | 10458 | 5 | 15 | 33 | 86 | 15 | 2000000 |
| 2031437501 |  |  | 394 EAST 184TH STREET | 10458 | 5 | 15 | 33 | 86 | 15 | 2000000 |
| 2031430155 | 1 | M | 365 FORD STREET, WING D | 10457 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 | M | 365 FORD STREET, WING A | 10457 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 |  | 360 FORD STREET | 10457 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 | M | 365 FORD STREET, WING B | 10457 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 | M | 365 FORD STREET, WING C | 10457 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 |  | 353 FORD STREET | 10457 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 |  | 355 FORD STREET | 10457 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 |  | 365 FORD STREET | 10457 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 | M | 365 EAST 183RD STREET, WING D | 10458 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 | M | 365 EAST 183RD STREET, WING E | 10458 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 | M | 365 EAST 183RD STREET, WING F | 10458 | 5 | 15 | 33 | 86 | 15 | 2092394 |
| 2031430155 | 1 |  | 355 EAST 183RD STREET | 10458 | 5 | 15 | 33 | 86 | 15 | 2092394 |

UNION AVENUE-EAST 163RD STREET

| Borough:BRONX                      TOTAL UNITS:200            TDS # 342               TRANSFERRED DATE:     9/28/2023 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2026780001 | 1 | M | 950 UNION AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2005015 |

UNION AVENUE-EAST 166TH STREET

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2026800013 | 1 | M | 1135 PROSPECT AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091990 |
| 2026800013 | 2 | M | 819 EAST 167TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091991 |
| 2026800013 | 2 | M | 817 EAST 167TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091991 |
| 2026800013 | 2 | M | 815 EAST 167TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091991 |
| 2026800013 | 2 | M | 813 EAST 167TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091991 |
| 2026800013 | 2 | M | 811 EAST 167TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091991 |
| 2026800001 | 3 | M | 1104 UNION AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091986 |
| 2026800001 | 3 | M | 1102 UNION AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091986 |
| 2026800001 | 3 | M | 1100 UNION AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091986 |
| 2026800001 | 3 | M | 1098 UNION AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091986 |
| 2026800001 | 3 | M | 1096 UNION AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091986 |
| 2026800001 | 4 | M | 815 EAST 166TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091985 |
| 2026800001 | 4 | M | 817 EAST 166TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091985 |
| 2026800001 | 4 | M | 819 EAST 166TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091985 |
| 2026800001 | 5 | M | 822 EAST 167TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091983 |
| 2026800001 | 5 | M | 820 EAST 167TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091983 |
| 2026800001 | 5 | M | 818 EAST 167TH STREET | 10459 | 3 | 15 | 32 | 79 | 17 | 2091983 |
| 2026800001 | 6 | M | 1111 PROSPECT AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091984 |
| 2026800001 | 6 | M | 1113 PROSPECT AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091984 |
| 2026800001 | 6 | M | 1115 PROSPECT AVENUE | 10459 | 3 | 15 | 32 | 79 | 17 | 2091984 |

---

## PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

## UNIVERSITY AVENUE REHAB

| Borough:BRONX                      TOTAL UNITS:230            TDS # 341               TRANSFERRED DATE:     6/24/2025 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2028790032 |  |  | 1921 UNIVERSITY AVENUE | 10453 | 5 | 13 | 31 | 86 | 14 | 2000000 |
| 2028790043 | 1 | M | 1865 UNIVERSITY AVENUE | 10453 | 5 | 13 | 31 | 86 | 14 | 2009058 |
| 2028790041 | 2 | M | 1875 UNIVERSITY AVENUE | 10453 | 5 | 13 | 31 | 86 | 14 | 2009057 |
| 2028790033 | 3 | M | 1895 UNIVERSITY AVENUE | 10453 | 5 | 13 | 31 | 86 | 14 | 2009055 |
| 2028790030 | 4 | M | 1925 UNIVERSITY AVENUE | 10453 | 5 | 13 | 31 | 86 | 14 | 2009054 |
| 2028790030 | 4 | M | 1927 UNIVERSITY AVENUE | 10453 | 5 | 13 | 31 | 86 | 14 | 2009054 |

## UPACA (SITE 5)

| Borough:MANHATTAN                TOTAL UNITS:200            TDS # 343               TRANSFERRED DATE:    12/18/2025 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1017690005 | 1 | M | 1980 LEXINGTON AVENUE | 10035 | 11 | 13 | 30 | 68 | 09 | 1054377 |

UPACA (SITE 6)

| Borough:MANHATTAN                TOTAL UNITS:150            TDS # 355               TRANSFERRED DATE:    12/18/2025 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1017680012 | 1 | M | 1940 LEXINGTON AVENUE | 10035 | 11 | 13 | 30 | 68 | 09 | 1054368 |

WASHINGTON HEIGHTS REHAB (GROUPS 1&2)

| Borough:MANHATTAN                TOTAL UNITS:216            TDS # 293               TRANSFERRED DATE:    11/30/2020 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1021320047 | 1 | M | 501 WEST 176TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063193 |
| 1021320047 | 1 |  | 2340 AMSTERDAM AVENUE | 10033 | 12 | 13 | 31 | 72 | 10 | 1063193 |
| 1021320047 | 1 |  | 2346 AMSTERDAM AVENUE | 10033 | 12 | 13 | 31 | 72 | 10 | 1063193 |
| 1021320047 | 1 | M | 500 WEST 177TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063193 |
| 1021320110 | 2 | M | 503 WEST 177TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063213 |
| 1021320114 | 3 | M | 511 WEST 177TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063215 |
| 1021320100 | 4 | M | 506 WEST 177TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063209 |
| 1021320100 | 4 |  | 514 WEST 177TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063209 |
| 1021320094 | 5 | M | 509 WEST 176TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063207 |

WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON)

| Borough:MANHATTAN                TOTAL UNITS:88             TDS # 523               TRANSFERRED DATE:    11/30/2020 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1021100071 | 2 | M | 450 WEST 164TH STREET | 10032 | 12 | 13 | 31 | 72 | 10 | 1062623 |
| 1021110038 | 3 | M | 457 WEST 164TH STREET | 10032 | 12 | 13 | 31 | 72 | 10 | 1062639 |
| 1021110040 | 4 | M | 461 WEST 164TH STREET | 10032 | 12 | 13 | 31 | 72 | 10 | 1062640 |
| 1021110041 | 5 | M | 463 WEST 164TH STREET | 10032 | 12 | 13 | 31 | 72 | 10 | 1062641 |
| 1021110042 | 6 | M | 465 WEST 164TH STREET | 10032 | 12 | 13 | 31 | 72 | 10 | 1062642 |
| 1021210051 | 7 | M | 500 WEST 164TH STREET | 10032 | 12 | 13 | 31 | 72 | 10 | 1062903 |
| 1021110006 | 8 |  | 2111 AMSTERDAM AVENUE | 10032 | 12 | 13 | 31 | 72 | 10 | 1062631 |
| 1021110005 | 8 | M | 2109 AMSTERDAM AVENUE | 10032 | 12 | 13 | 31 | 72 | 10 | 1062630 |

WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER)

| Borough:MANHATTAN                TOTAL UNITS:14             TDS # 329               TRANSFERRED DATE:    11/30/2020 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1021150060 | 1 | M | 545 WEST 156TH STREET | 10032 | 12 | 13 | 31 | 71 | 10 | 1062726 |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

---

WASHINGTON HEIGHTS REHAB PHASE IV (C)

| Borough:MANHATTAN                TOTAL UNITS:32             TDS # 330               TRANSFERRED DATE:    11/30/2020 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1021320106 | 1 | M | 502 WEST 177TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063212 |
| 1021320084 | 2 | M | 506 WEST 176TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063203 |

WASHINGTON HEIGHTS REHAB PHASE IV (D)

| Borough:MANHATTAN                TOTAL UNITS:32             TDS # 331               TRANSFERRED DATE:    11/30/2020 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1021320082 | 3 | M | 510 WEST 176TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063202 |
| 1021320080 | 4 | M | 514 WEST 176TH STREET | 10033 | 12 | 13 | 31 | 72 | 10 | 1063201 |

## WEEKSVILLE GARDENS

## Borough: BROOKLYN

## TOTAL UNITS: 257

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
